recipe_title,category,subcategory,description,ingredients,directions,num_ingredients,num_steps
Hot Honey Salmon Bowls,Lunch,Bowl Recipes,"These hot honey salmon bowls feature spicy honey-glazed sauteed salmon, served over tri-color quinoa with fresh vegetables, and drizzled with a honey mustard dressing.","[""1 cup water"", ""1/2 cup quinoa or rice"", ""1/4 cup honey"", ""1 teaspoon smoked paprika"", ""1/4 teaspoon garlic powder"", ""1/4 teaspoon onion powder"", ""1/4 teaspoon cayenne pepper"", ""6 ounces fresh green beans, trimmed"", ""2 tablespoons olive oil"", ""2 (4 ounce) salmon fillets,"", ""1/4 teaspoon salt"", ""1/2 English cucumber, sliced"", ""1/2 cup cherry tomatoes"", ""1/4 cup red onion (optional)"", ""1/4 cup olives""]","[""Gather all ingredients."", ""Bring water and quinoa to a boil in a saucepan. Reduce heat to medium-low, cover, and simmer until quinoa is tender, 15 to 20 minutes; drain any excess water and set aside."", ""Whisk honey, paprika, garlic powder, onion powder, cayenne, and 2 tablespoons water together in a small bowl; set aside."", ""Meanwhile, fill a large skillet with 1 inch of water. Bring to a simmer over medium heat. Add green beans. Cook, covered, until beans are just tender, 2 to 3 minutes. Drain; set aside."", ""Wipe out skillet; heat olive oil in the same skillet over medium heat. Season salmon pieces with salt. Add salmon to skillet; cook until fish flakes easily with a fork, about 4 minutes, turning after 2 minutes. Remove salmon from skillet, set aside."", ""Add honey mixture to skillet. Cook and stir until mixture is bubbly and slightly thickened; about 2 minutes. Remove skillet from heat. Return cooked salmon to skillet. Toss to coat in honey sauce; set aside."", ""For mustard dressing, whisk together olive oil, vinegar, Dijon mustard, parsley, dill, honey, pepper and salt, in a small bowl."", ""To serve, divide quinoa evenly between 2 bowls. Top with hot-honey-sauced salmon, green beans, cucumber, tomatoes, and red onions and/or olives. Serve with with mustard dressing.""]",15,8
Harvest Salmon Bowls,Lunch,Bowl Recipes,"For these salmon harvest bowls, broccoli and Brussels sprouts are roasted on a sheet pan with salmon, then served in a bowl with quinoa, feta, cranberries, and pistachios, a perfect bowl of fall flavors.","[""4 (6 ounce) salmon filets"", ""3 tablespoons spicy brown mustard"", ""1 1/2 tablespoons honey"", ""1/2 tablespoon lemon juice"", ""1/2 cup olive oil"", ""1/4 cup maple syrup"", ""1 tablespoon apple cider vinegar"", ""6 cloves garlic,"", ""1/4 teaspoon salt"", ""1/2 teaspoon ground black pepper"", ""1 head broccoli"", ""16 ounces Brussels sprouts"", ""4 cups cooked quinoa"", ""4 ounces feta cheese, crumbled"", ""1/2 cup dried cranberries"", ""1/3 cup chopped pistachios""]","[""Preheat the oven to 400 degrees F (200 degrees C). Line a baking sheet with parchment paper."", ""In a small bowl combine mustard, honey, and lemon juice; set aside."", ""Combine olive oil, maple syrup, apple cider vinegar, garlic, salt, and pepper in a large bowl. Add in broccoli and Brussels sprouts; toss until coated. Spread evenly onto the prepared sheet pan."", ""Roast in the preheated oven for 20 minutes. Remove pan from oven, toss vegetables, and spread out again. Place salmon filets onto sheet pan with vegetables, skin side down. Brush salmon with mustard mixture"", ""Return to the oven; roast until fish flakes easily with a fork, 12 to 15 minutes."", ""Place 1 cup quinoa and a salmon filet in each serving bowl. Evenly divide vegetables into bowls and top with feta cheese, cranberries, and pistachios.""]",16,6
Easy 5-Ingredient Asian Noodle Bowls,Lunch,Bowl Recipes,"This easy 5-ingredient Asian noodle bowl shortcuts the prep using bottled sesame or peanut sauce, an Asian salad kit, and frozen edamame. You only need to boil the noodles and chop a little cucumber.","[""8 ounces spaghetti"", ""1 tablespoon salt"", ""1/2 cup edamame"", ""1/2 cup sesame or peanut flavored bottled Asian sauce"", ""1 (13 ounce) Asian salad kit,"", ""1 cup chopped cucumber""]","[""Bring a pot of water to a boil over high heat. Add spaghetti and salt and cook until spaghetti is tender with a bite, about 12 minutes. 2 minutes before pasta is done, add edamame and stir."", ""Drain pasta and edamame; return to the pot set over low heat. Stir in sauce and cook until just warmed through, about 1 minute."", ""Divide noodle mixture among 4 shallow bowls. Top evenly with salad kit contents and cucumber. Serve immediately.""]",6,3
Everything Bagel Seared Tuna Bowl,Lunch,Bowl Recipes,"This everything bagel seared tuna bowl answers the craving for a nice sushi bowl. A quick-seared tuna, coated in everything but the bagel seasoning, is served with a delicious sauce, cooked rice, chopped cucumber, and fresh avocado slices.","[""1 tablespoon red onion"", ""1 tablespoon jalapeno pepper"", ""1 tablespoon low-sodium soy sauce"", ""1 tablespoon chopped cilantro"", ""1 lime, juiced"", ""1/4 teaspoon minced garlic""]","[""Stir together red onions, jalapeno pepper, soy sauce, cilantro, lime juice, and minced garlic in a small bowl."", ""Coat tuna steaks evenly with everything bagel seasoning. Heat sesame oil in a cast iron skillet over high heat until very hot. Place tuna steak in the pan; sear for about 30 seconds on each side. Cut tuna into slices."", ""Place cooked rice in a bowl and top it with seared tuna, sliced avocado, and chopped cucumber. Pour over sauce and serve.""]",6,3
Steak and Rice Bowls with Vegetable Relish,Lunch,Bowl Recipes,"This marinade does double duty. Prepare it in advance, when you have time, and use part for the steak. Reserve some to use on the colorful vegetable relish that is served on the side!","[""1 lime, juiced"", ""1 jalape\u00f1o pepper, seeded and chopped"", ""2 small garlic cloves, chopped"", ""2 teaspoons balsamic vinegar"", ""1 teaspoon minced fresh ginger root"", ""\u00bd teaspoon white sugar"", ""\u00bd teaspoon ground cumin"", ""\u00bd teaspoon chili powder"", ""\u00bd teaspoon salt, or to taste"", ""\u00bc teaspoon cayenne pepper, or to taste"", ""\u00bc teaspoon ground white pepper, or to taste"", ""\u00bc cup chopped fresh cilantro leaves"", ""\u00bd cup extra-virgin olive oil"", ""1 \u00bd pounds flank steak (about 1-inch thick)""]","[""To make the marinade, place lime juice, jalape\u00f1o, garlic, balsamic vinegar, ginger, sugar, cumin, chili powder, salt, cayenne pepper, white pepper, cilantro, and extra-virgin olive oil in a food processor or blender. Pulse several times to blend, then pur\u00e9e about 1 minute.; measure out 1/2 cup and set aside."", ""Place the remaining marinade in a 1-gallon plastic resealable bag. Add steak and squeeze out as much air as possible. Reseal the bag and refrigerate at least 1 hour, or up to 8 hours."", ""To make the vegetable relish, combine corn, black beans, and red bell pepper in a large bowl. Toss with reserved 1/2 cup marinade until well mixed; refrigerate until ready to serve."", ""Remove marinated steak from the refrigerator about 5 minutes before cooking."", ""Place butter and olive oil in a cast-iron skillet over medium high heat. Blot both sides of steak with a paper towel; sprinkle both sides with Montreal seasoning. Add seasoned steak to the skillet when butter is foamy. Cook, undisturbed, until browned, 3 to 4 minutes. Discard marinade."", ""Turn steak; cook until browned and desired internal temperature is achieved, 3 to 4 minutes. If the steak is browning too quickly, remove the skillet from heat and allow residual heat to continue cooking. An instant-read thermometer inserted near the center should read 130 degrees F (54 degrees C) for medium-rare, 140 degrees F (60 degrees C) for medium, and about 150 degrees F (65 degrees C) for medium-well done."", ""Remove steak to rest on a cutting board, tented with foil, about 10 minutes. Slice thinly across the grain of the steak."", ""While steak is resting, prepare the bowls. Fill each bowl with 1 cup of rice. Stir chopped avocado into vegetable relish, and top rice with about 1 cup relish and 1/4 of the steak slices. Garnish each bowl with 1 tablespoon sour cream and chopped green onions.""]",14,8
Spicy Chicken Noodles,Lunch,Bowl Recipes,"No matter what recipe they're used in, rice noodles are a proven crowd-pleaser. I think this spicy chicken noodles dish is perfect for using up leftover chicken, assuming it wasn't horribly overcooked in the first place. If you did want to use raw chicken, go ahead and chop it up, and stir-fry it for a minute or two before adding your vegetables.","[""1 large carrot, finely sliced or shredded"", ""2 cups shredded green cabbage"", ""1 red bell pepper, thinly sliced"", ""2 jalapeno pepper, seeded and minced"", ""\u00bd cup chopped green onions"", ""3 cloves garlic, finely crushed""]","[""Place carrots, cabbage, bell pepper, jalapeno pepper, green onions, and garlic in a mixing bowl."", ""Mix chicken broth, rice vinegar, hoisin sauce, soy sauce, ketchup, brown sugar, sriracha sauce, and red pepper flakes together in a separate mixing bowl."", ""Place dry rice noodles in a large mixing bowl. Cover with about 6 cups boiling water; add a pinch of salt. Stir from time to time until noodles are soft, about 10 minutes. Drain; cool with cold water. Drain thoroughly. Transfer to a mixing bowl. Add shredded chicken; drizzle with sesame oil. Toss to coat."", ""Heat large skillet over high heat; drizzle in vegetable oil. When oil is hot (almost but not quite smoking), add the vegetable mixture. Cook and stir until vegetables are hot and steamy, 1 or 2 minutes. Pour in sauce; cook and stir over high heat until sauce starts to bubble, about 1 minute. Add noodles and chicken. Cook and stir to blend ingredients and ensure ingredients are hot, about 1 minute. Remove from heat. Add chopped cilantro; stir.""]",6,4
Egg Roll in a Bowl,Lunch,Bowl Recipes,"You might think this was invented to avoid all of that time-consuming wrapping and messy deep-frying, but it wasn't! It was invented by the keto people, because they can't eat egg roll wrappers-but this guy can. So, instead of what's really egg roll filling in a bowl, we're doing the real thing in all of its tasty and textural glory. Garnish with more green onions if desired.","[""6 (3.5 inch square) wonton wrappers"", ""2 teaspoons vegetable oil""]","[""Preheat the oven to 350 degrees F (175 degrees C)."", ""Cut wonton wrappers into 1/4-inch strips. Transfer cut wonton wrappers to a baking pan and toss with oil. Spread out evenly."", ""Bake in the preheated oven until browned, about 12 minutes. Let cool and reserve."", ""Combine cabbage, carrot, bell pepper, green onions, and garlic for the bowl. Set aside."", ""Mix soy sauce, rice vinegar, sake, sesame oil, sugar, ginger, cayenne, pepper, ketchup, and cornstarch together for sauce in a bowl and reserve."", ""Add pork to a large skillet set over medium-high heat. Brown the meat well, while breaking up into small crumbles as it cooks, 5 to 7 minutes. Add the vegetable mixture and toss with the meat to combine. Cook, stirring, just until the veggies start to soften, about 2 minutes."", ""Stir in the sauce and toss everything to combine. Cook and stir until the sauce has coated everything evenly, and the vegetables are cooked to desired doneness, 1 to 2 minutes more. Serve in a bowl with crispy wonton strips on top.""]",2,7
Rice and Bean Bowl Dinner,Lunch,Bowl Recipes,"This dinner bowl recipe comes together in mere minutes and appeals to vegans and omnivores alike. To bring this meal together even faster, make the avocado-cilantro sauce earlier in the day. We like to keep the corn raw for extra crunch and a fresh flavor, but feel free to use cooked, frozen and thawed, or canned corn kernels, if that's what you prefer.","[""1 tablespoon unsalted butter"", ""2 (8.8 ounce) packages UNCLE BEN'S\u00ae READY RICE\u00ae Whole Grain Brown Rice"", ""1 (15 ounce) can no-salt-added black beans, drained and rinsed"", ""1 \u00bd medium avocados, divided"", ""4 tablespoons cilantro, divided"", ""3 tablespoons fresh lime juice"", ""1 pint cherry tomatoes, halved"", ""1 cup fresh corn kernels"", ""1 teaspoon kosher salt"", ""\u00bd teaspoon ground black pepper"", ""\u00bc cup tortilla chips""]","[""Heat a large skillet over medium heat. Melt butter in skillet; add rice and beans, stirring frequently. Cook until heated through, about 3 minutes. Add water, as needed, to get rice to desired texture. Remove from heat; set aside."", ""In a blender or mini food processor, combine 1/2 of an avocado, 2 tablespoons cilantro, and lime juice. Blend until sauce is thin. Add water if needed."", ""In 4 separate bowls, evenly divide rice and bean mixture, tomatoes, and corn. Sprinkle with salt and pepper. Drizzle with about 2 tablespoons of avocado-cilantro sauce. Top evenly with remaining avocado and cilantro. Add 1 tablespoon crushed tortilla chips to each bowl.""]",11,3
Baja-Style Chicken Bowl,Lunch,Bowl Recipes,Quick and easy Baja-style chicken bowl.,"[""2 teaspoons olive oil"", ""4 ounces diced cooked chicken"", ""\u00bd cup frozen corn"", ""1 red bell pepper, sliced"", ""salt and ground black pepper to taste"", ""1 cup cooked brown rice"", ""\u00bd cup salsa"", ""\u00bc cup shredded Monterey Jack cheese""]","[""Heat oil in a skillet over medium heat. Cook and stir chicken, corn, and bell pepper in hot oil until heated through and pepper is slightly softened, about 5 minutes. Season with salt and pepper."", ""Spoon rice into two bowls. Divide chicken mixture between the bowls and top with salsa and Monterey Jack cheese.""]",8,2
Sausage Egg Roll in Bowl,Lunch,Bowl Recipes,This sausage egg roll in a bowl has all the egg roll ingredients without the fried wrapper.,"[""1 pound ground pork sausage"", ""6 cups coleslaw mix"", ""2 carrots, peeled and grated"", ""\u00bc cup chopped green onions"", ""4 cloves garlic, minced"", ""1 tablespoon low-sodium soy sauce"", ""1 tablespoon sesame oil"", ""2 tablespoons shelled sunflower seeds (Optional)"", ""1 tablespoon grated ginger root""]","[""Heat a large skillet over medium-high heat. Cook and stir pork sausage in the hot skillet until browned and crumbly, 5 to 7 minutes."", ""Add coleslaw mix, carrots, green onions, garlic, soy sauce, and sesame oil. Cook and stir until vegetables are tender, 7 to 10 minutes. Stir in sunflower seeds and ginger.""]",9,2
Do-It-Yourself Salmon Poke Bowls,Lunch,Bowl Recipes,Do-it-yourself salmon poke bowls are easy to make in your own home with this flexible recipe! Buy your favorite toppings and enjoy a totally custom poke bowl for cheaper than buying it at a restaurant.,"[""4 cups cooked rice"", ""cup soy sauce"", ""4 teaspoons rice wine vinegar"", ""4 teaspoons sesame oil"", ""\u00bc teaspoon chile oil (Optional)"", ""12 ounces sashimi-grade salmon, cut into small cubes""]","[""Divide rice among four bowls."", ""Combine soy sauce, rice wine vinegar, sesame oil, and chile oil in a bowl; add salmon and toss to coat. Divide among the four bowls."", ""Top bowls with avocado, bell pepper, edamame, seaweed, pickled ginger, and furikake seasoning. Garnish with chopped green onion; sprinkle with sesame seeds.""]",6,3
